published_at,final_text,final_text (tokenize),label
2025-05-27 00:19:02,dasar dangkal sombong hebat jilat,"['dasar', 'dangkal', 'sombong', 'hebat', 'jilat']",2
2025-05-27 00:08:52,kpaibagusnya bubarkansajatidakadagunanya bagibangsa selamaini apabuktinya kpaiibarat kentutdikeluarkan busukdisimpan sakit perut,"['kpaibagusnya', 'bubarkansajatidakadagunanya', 'bagibangsa', 'selamaini', 'apabuktinya', 'kpaiibarat', 'kentutdikeluarkan', 'busukdisimpan', 'sakit', 'perut']",2
2025-05-27 00:08:03,bayar gede tugas awas ngerecokin ngebacot,"['bayar', 'gede', 'tugas', 'awas', 'ngerecokin', 'ngebacot']",2
2025-05-27 00:00:44,pecat perangkat maju sperti tri tani perangkat tunda pupuk pecat ganti pecat ganti,"['pecat', 'perangkat', 'maju', 'sperti', 'tri', 'tani', 'perangkat', 'tunda', 'pupuk', 'pecat', 'ganti', 'pecat', 'ganti']",2
2025-05-26 23:27:04,suruh didikenggak komen melulu,"['suruh', 'didikenggak', 'komen', 'melulu']",2
2025-05-26 22:58:08,wesss dak gunanyaaa,"['wesss', 'dak', 'gunanyaaa']",2
2025-05-26 22:46:45,desak duluuuu,"['desak', 'duluuuu']",2
2025-05-26 22:44:53,cerdas,['cerdas'],2
2025-05-26 22:34:26,s suka geng motor pegawai asuh sekian terima kasih,"['s', 'suka', 'geng', 'motor', 'pegawai', 'asuh', 'sekian', 'terima', 'kasih']",1
2025-05-26 22:28:47,tinjau sayang buang kasih jelaa keenamya,"['tinjau', 'sayang', 'buang', 'kasih', 'jelaa', 'keenamya']",2
2025-05-26 22:22:23,ganggu nohbyk dijln raya tangan selesai bubar,"['ganggu', 'nohbyk', 'dijln', 'raya', 'tangan', 'selesai', 'bubar']",2
2025-05-26 21:55:18,resektidak,['resektidak'],2
2025-05-26 21:30:58,bubar,['bubar'],2
2025-05-26 20:09:05,bubar pajak,"['bubar', 'pajak']",2
2025-05-26 19:48:28,bubar,['bubar'],2
2025-05-26 19:31:52,kpaibanyak,['kpaibanyak'],2
2025-05-26 19:29:07,the fed evaluasi jor joran,"['the', 'fed', 'evaluasi', 'jor', 'joran']",3
2025-05-26 19:26:30,himpun kuat gugat kinerjatanggung karya koreksikritik mandul,"['himpun', 'kuat', 'gugat', 'kinerjatanggung', 'karya', 'koreksikritik', 'mandul']",1
2025-05-26 19:22:23,,[],2
2025-05-26 19:09:52,tugas ngawas i,"['tugas', 'ngawas', 'i']",2
2025-05-26 19:08:59,bubar tatai,"['bubar', 'tatai']",2
2025-05-26 19:03:40,suka maju,"['suka', 'maju']",2
2025-05-26 19:02:35,pelanggsran gaji tspi nyatalebih bubar rusuh negeri,"['pelanggsran', 'gaji', 'tspi', 'nyatalebih', 'bubar', 'rusuh', 'negeri']",2
2025-05-26 18:59:33,molorterusik lahan terusikketahuan gunanyabubarkan,"['molorterusik', 'lahan', 'terusikketahuan', 'gunanyabubarkan']",2
2025-05-26 18:59:15,order oligarki,"['order', 'oligarki']",2
2025-05-26 18:54:44,bodoh kritik,"['bodoh', 'kritik']",2
2025-05-26 18:46:34,gubarkan,['gubarkan'],2
2025-05-26 18:37:28,suka lenceng kritik aksi,"['suka', 'lenceng', 'kritik', 'aksi']",2
2025-05-26 18:36:41,desak bubar manfaat tuuh gaji buta,"['desak', 'bubar', 'manfaat', 'tuuh', 'gaji', 'buta']",2
2025-05-26 18:36:00,piara,['piara'],2
2025-05-26 18:35:22,bubar kpaibisanya gandeng ari sia,"['bubar', 'kpaibisanya', 'gandeng', 'ari', 'sia']",2
2025-05-26 18:24:57,,[],2
2025-05-26 18:22:39,gagal fungsi habis gajih gajih puluh komen bubar ridho,"['gagal', 'fungsi', 'habis', 'gajih', 'gajih', 'puluh', 'komen', 'bubar', 'ridho']",2
2025-05-26 18:17:47,bubar,['bubar'],2
2025-05-26 18:16:20,capai dengar suruh tidur bangun,"['capai', 'dengar', 'suruh', 'tidur', 'bangun']",2
2025-05-26 17:58:28,tolak,['tolak'],2
2025-05-26 17:57:52,ngising,['ngising'],2
2025-05-26 17:54:56,habis bubar manfaat gaji pajak,"['habis', 'bubar', 'manfaat', 'gaji', 'pajak']",2
2025-05-26 17:53:37,numpang tenar,"['numpang', 'tenar']",2
2025-05-26 17:51:10,ayom jlananserta tangan mngatasi kskolahcuma protes tindak nyatabacotnya kya pndakwah,"['ayom', 'jlananserta', 'tangan', 'mngatasi', 'kskolahcuma', 'protes', 'tindak', 'nyatabacotnya', 'kya', 'pndakwah']",2
2025-05-26 17:50:11,bubar,['bubar'],2
2025-05-26 17:49:51,gaji puluh bayi balita jadikaan emis pingir jalanbuat lapor adak bubaar gaji buta,"['gaji', 'puluh', 'bayi', 'balita', 'jadikaan', 'emis', 'pingir', 'jalanbuat', 'lapor', 'adak', 'bubaar', 'gaji', 'buta']",2
2025-05-26 17:34:25,rubah laku,"['rubah', 'laku']",2
2025-05-26 17:31:16,serah suruh,"['serah', 'suruh']",2
2025-05-26 17:30:14,petisi,['petisi'],2
2025-05-26 17:29:35,bubar isi bodoh habis,"['bubar', 'isi', 'bodoh', 'habis']",2
2025-05-26 17:26:24,suruh diskusi kosong sosial,"['suruh', 'diskusi', 'kosong', 'sosial']",2
2025-05-26 17:26:09,bubar,['bubar'],2
2025-05-26 17:23:43,hancur,['hancur'],2
2025-05-26 17:23:23,lngsng kritik bijak bubar krj duduk tidur gaji buta krj denga kasih gonggong kasih gonggong lapar gonggong kenyang gonggong busuk sifat,"['lngsng', 'kritik', 'bijak', 'bubar', 'krj', 'duduk', 'tidur', 'gaji', 'buta', 'krj', 'denga', 'kasih', 'gonggong', 'kasih', 'gonggong', 'lapar', 'gonggong', 'kenyang', 'gonggong', 'busuk', 'sifat']",2
2025-05-26 17:23:21,ciba suruh cangkem kosong maju salam,"['ciba', 'suruh', 'cangkem', 'kosong', 'maju', 'salam']",1
2025-05-26 17:23:16,bubar bubar,"['bubar', 'bubar']",2
2025-05-26 17:21:42,bubar ajacuma buang,"['bubar', 'ajacuma', 'buang']",2
2025-05-26 17:20:16,susup antek asing,"['susup', 'antek', 'asing']",2
2025-05-26 17:19:56,suruh,['suruh'],2
2025-05-26 17:19:33,buang buang gaji gaji netizen kriitik,"['buang', 'buang', 'gaji', 'gaji', 'netizen', 'kriitik']",2
2025-05-26 17:17:30,gajinyauntuk nyinyir cinta rakyatny,"['gajinyauntuk', 'nyinyir', 'cinta', 'rakyatny']",2
2025-05-26 17:17:06,bubar,['bubar'],2
2025-05-26 17:15:16,ridho gaji kpaimakan haram ridho,"['ridho', 'gaji', 'kpaimakan', 'haram', 'ridho']",2
2025-05-26 17:12:30,intelijen samperin jam sapa kabar tidur selamat tidur jam gedor jam teriak,"['intelijen', 'samperin', 'jam', 'sapa', 'kabar', 'tidur', 'selamat', 'tidur', 'jam', 'gedor', 'jam', 'teriak']",2
2025-05-26 17:12:18,tindak ngebacot parah gaji perintah,"['tindak', 'ngebacot', 'parah', 'gaji', 'perintah']",2
2025-05-26 17:11:58,molor,['molor'],2
2025-05-26 17:11:24,negeri dongeng sampah tahan,"['negeri', 'dongeng', 'sampah', 'tahan']",2
2025-05-26 17:10:29,kantor nyaho,"['kantor', 'nyaho']",2
2025-05-26 17:10:01,desak prabowokpai bubar,"['desak', 'prabowokpai', 'bubar']",2
2025-05-26 17:09:27,paham runduk simpang sanak sembuh tangan comen ahli persoalandr insyaf alhuallamereka tobat,"['paham', 'runduk', 'simpang', 'sanak', 'sembuh', 'tangan', 'comen', 'ahli', 'persoalandr', 'insyaf', 'alhuallamereka', 'tobat']",1
2025-05-26 17:08:30,bubar,['bubar'],2
2025-05-26 17:08:01,tamat papua tumpas kkb,"['tamat', 'papua', 'tumpas', 'kkb']",3
2025-05-26 17:07:52,woy gaji gede ngawasi peran hrsnya syukur terima kasih bangor,"['woy', 'gaji', 'gede', 'ngawasi', 'peran', 'hrsnya', 'syukur', 'terima', 'kasih', 'bangor']",1
2025-05-26 17:06:27,pungsi,['pungsi'],2
2025-05-26 17:06:10,peolisi tangkap penghianat tunas yumbuh kuat,"['peolisi', 'tangkap', 'penghianat', 'tunas', 'yumbuh', 'kuat']",2
2025-05-26 17:04:28,kantor habis,"['kantor', 'habis']",1
2025-05-26 17:04:22,bubar habis tindak,"['bubar', 'habis', 'tindak']",2
2025-05-26 17:04:09,isi akut,"['isi', 'akut']",2
2025-05-26 17:03:42,lbih tidur,"['lbih', 'tidur']",2
2025-05-26 17:02:18,dgrin kafilah berlalukpai apacuma ngurusin lantar,"['dgrin', 'kafilah', 'berlalukpai', 'apacuma', 'ngurusin', 'lantar']",2
2025-05-26 17:01:06,hadeh,['hadeh'],2
2025-05-26 17:00:44,rk bwa mna jig ddik ukur comen nyiyir lieeerr,"['rk', 'bwa', 'mna', 'jig', 'ddik', 'ukur', 'comen', 'nyiyir', 'lieeerr']",2
2025-05-26 16:59:56,kumpul usak kemna woiii mkan gaji buta gilir suruh adu paruh paruh mna ehhh kilah awas enak bner malas gaji wkwkwk sirkus gmna ngebacot kak kentut hadehhhh bubar yaa woi,"['kumpul', 'usak', 'kemna', 'woiii', 'mkan', 'gaji', 'buta', 'gilir', 'suruh', 'adu', 'paruh', 'paruh', 'mna', 'ehhh', 'kilah', 'awas', 'enak', 'bner', 'malas', 'gaji', 'wkwkwk', 'sirkus', 'gmna', 'ngebacot', 'kak', 'kentut', 'hadehhhh', 'bubar', 'yaa', 'woi']",2
2025-05-26 16:59:15,bubar bubar tri payah,"['bubar', 'bubar', 'tri', 'payah']",1
2025-05-26 16:55:59,langkah,['langkah'],2
2025-05-26 16:54:36,bubar,['bubar'],2
2025-05-26 16:19:34,lamalama musuh,"['lamalama', 'musuh']",2
2025-05-26 15:57:23,ngeyel kekeh ego keras kontribusi,"['ngeyel', 'kekeh', 'ego', 'keras', 'kontribusi']",2
2025-05-26 15:38:48,buang sampah sampah,"['buang', 'sampah', 'sampah']",2
2025-05-26 15:38:16,usaha mejadi tenar tabrak tenar,"['usaha', 'mejadi', 'tenar', 'tabrak', 'tenar']",2
2025-05-26 15:33:05,tlg fokus dilecehkananiaya pesantren hadir percaya ortunya selesai,"['tlg', 'fokus', 'dilecehkananiaya', 'pesantren', 'hadir', 'percaya', 'ortunya', 'selesai']",1
2025-05-26 15:30:21,cctv yaa awas yaaak,"['cctv', 'yaa', 'awas', 'yaaak']",2
2025-05-26 15:28:30,suruh tugas,"['suruh', 'tugas']",2
2025-05-26 15:27:40,pagubernurjawabaratjanganberhntitruskanpajanganturutikpaipndustanegrapnghiynatkbenaranpnghncrkebaikanpenghiyanatkecrdasandanpengasuhkerusuhan,['pagubernurjawabaratjanganberhntitruskanpajanganturutikpaipndustanegrapnghiynatkbenaranpnghncrkebaikanpenghiyanatkecrdasandanpengasuhkerusuhan'],1
2025-05-26 15:04:48,beritahu ana guru finlandia maju pinlandia barakk,"['beritahu', 'ana', 'guru', 'finlandia', 'maju', 'pinlandia', 'barakk']",1
2025-05-26 15:02:10,silah rugi,"['silah', 'rugi']",2
2025-05-26 14:55:36,bijak persiden bubar rugi kalaw bayar,"['bijak', 'persiden', 'bubar', 'rugi', 'kalaw', 'bayar']",1
2025-05-26 14:51:43,bubar fungsi tugas sesuai perlindunganproteksi pondok pesantren peran tampil,"['bubar', 'fungsi', 'tugas', 'sesuai', 'perlindunganproteksi', 'pondok', 'pesantren', 'peran', 'tampil']",2
2025-05-26 14:47:50,kotor,['kotor'],2
2025-05-26 14:41:33,pantau protes,"['pantau', 'protes']",1
2025-05-26 14:38:24,suka preman jahat konslet,"['suka', 'preman', 'jahat', 'konslet']",2
2025-05-26 14:36:00,,[],1
2025-05-26 14:20:04,gaji,['gaji'],2
2025-05-26 13:02:52,mantap undangundang maju protes beranta,"['mantap', 'undangundang', 'maju', 'protes', 'beranta']",2
2025-05-26 13:02:12,bubar debat sadar bubarkanngabisin sia sia,"['bubar', 'debat', 'sadar', 'bubarkanngabisin', 'sia', 'sia']",2
2025-05-26 12:56:47,isi libur adakan giat tajuk cinta bela tanah air quotyang adakan minat cek hostnya lakilaki kemayu mutu amin mikir,"['isi', 'libur', 'adakan', 'giat', 'tajuk', 'cinta', 'bela', 'tanah', 'air', 'quotyang', 'adakan', 'minat', 'cek', 'hostnya', 'lakilaki', 'kemayu', 'mutu', 'amin', 'mikir']",1
2025-05-26 12:32:29,gaji ngawasih nyinyir,"['gaji', 'ngawasih', 'nyinyir']",2
2025-05-26 12:31:01,kapai bubar,"['kapai', 'bubar']",2
2025-05-26 12:30:00,manusiawi meja setan jenis golong,"['manusiawi', 'meja', 'setan', 'jenis', 'golong']",2
2025-05-26 12:25:03,,[],2
2025-05-26 12:19:59,gajih buta urusin kolong jembatan kulitin,"['gajih', 'buta', 'urusin', 'kolong', 'jembatan', 'kulitin']",2
2025-05-26 12:16:07,bubar,['bubar'],2
2025-05-27 22:38:37,selamat nasehat tindak percaya harga jerumus rusak ms,"['selamat', 'nasehat', 'tindak', 'percaya', 'harga', 'jerumus', 'rusak', 'ms']",1
2025-05-27 20:57:50,pembinaa dampak positif cinta tanah air empati handal lanjuk bangun,"['pembinaa', 'dampak', 'positif', 'cinta', 'tanah', 'air', 'empati', 'handal', 'lanjuk', 'bangun']",1
2025-05-27 17:53:44,mudah mudah sa at jugs kesana gembleng,"['mudah', 'mudah', 'sa', 'at', 'jugs', 'kesana', 'gembleng']",1
2025-05-27 15:02:56,afalah dengar nasihat orangtuanya orangtua guru kewalahan salah,"['afalah', 'dengar', 'nasihat', 'orangtuanya', 'orangtua', 'guru', 'kewalahan', 'salah']",1
2025-05-27 14:43:56,keras,['keras'],2
2025-05-27 14:43:10,takut yaaah mejadi,"['takut', 'yaaah', 'mejadi']",2
2025-05-27 14:12:16,,[],1
2025-05-27 12:53:13,,[],1
2025-05-27 12:29:52,bangetdri timbul kekhawatiranmisal suka minum an alkoholobat an lantik sperrti,"['bangetdri', 'timbul', 'kekhawatiranmisal', 'suka', 'minum', 'an', 'alkoholobat', 'an', 'lantik', 'sperrti']",1
2025-05-27 11:09:30,,[],2
2025-05-27 10:25:34,kasih,['kasih'],2
2025-05-27 09:16:22,,[],1
2025-05-27 09:15:22,mantap,['mantap'],1
2025-05-27 08:21:41,,[],1
2025-05-27 04:19:06,,[],2
2025-05-27 03:57:34,betuull setujumenjadi,"['betuull', 'setujumenjadi']",1
2025-05-27 02:14:35,ber bentuk peduli tidur kolesterol,"['ber', 'bentuk', 'peduli', 'tidur', 'kolesterol']",1
2025-05-27 01:35:29,cinta,['cinta'],1
2025-05-27 01:11:58,,[],1
2025-05-26 23:21:47,,[],1
2025-05-26 21:29:25,nyinyir,['nyinyir'],1
2025-05-26 15:53:16,bagus sehatttt badan jiwa fresh varrel lariquot ruang ac lemah,"['bagus', 'sehatttt', 'badan', 'jiwa', 'fresh', 'varrel', 'lariquot', 'ruang', 'ac', 'lemah']",1
2025-05-26 14:34:41,bubar,['bubar'],2
2025-05-26 13:38:37,usil,['usil'],2
2025-05-26 10:41:38,bagus,['bagus'],1
2025-05-26 10:18:07,melindungimelindungi apanyatanha lantar pinggir,"['melindungimelindungi', 'apanyatanha', 'lantar', 'pinggir']",2
2025-05-26 10:17:09,andai angota militerbiar pola jasmani rohani siplin gaji,"['andai', 'angota', 'militerbiar', 'pola', 'jasmani', 'rohani', 'siplin', 'gaji']",1
2025-05-26 09:35:37,selesai prabowo ganti muliady,"['selesai', 'prabowo', 'ganti', 'muliady']",2
2025-05-26 09:11:53,ngelawan ahklak,"['ngelawan', 'ahklak']",1
2025-05-26 08:49:48,s,['s'],1
2025-05-26 08:40:52,komen paksukses,"['komen', 'paksukses']",1
2025-05-26 08:01:38,rapat tidur,"['rapat', 'tidur']",2
2025-05-26 07:34:41,tulus gebleng efek psikis positif terap jera sadar gembleng,"['tulus', 'gebleng', 'efek', 'psikis', 'positif', 'terap', 'jera', 'sadar', 'gembleng']",1
2025-05-26 07:32:47,setujumungkin khawatir kaum jiwa korsa baja akhlakbudi pekerti luhur kembang hidup,"['setujumungkin', 'khawatir', 'kaum', 'jiwa', 'korsa', 'baja', 'akhlakbudi', 'pekerti', 'luhur', 'kembang', 'hidup']",1
2025-05-26 06:14:55,progam keren damba lanjuttt nomor negeri,"['progam', 'keren', 'damba', 'lanjuttt', 'nomor', 'negeri']",1
2025-05-26 05:31:34,,[],1
2025-05-26 04:46:26,benci jokowi temu kutuk doa kuasa timpa,"['benci', 'jokowi', 'temu', 'kutuk', 'doa', 'kuasa', 'timpa']",2
2025-05-26 04:40:45,ladang korupsi,"['ladang', 'korupsi']",2
2025-05-26 04:07:36,kritik moral rusak,"['kritik', 'moral', 'rusak']",2
2025-05-26 03:25:50,rsyat,['rsyat'],1
2025-05-26 03:25:36,bromantappaleng josssdedi,"['bromantappaleng', 'josssdedi']",1
2025-05-26 02:57:22,mantap,['mantap'],1
2025-05-26 02:55:09,s dgembleng malam siram rohani otakny mikirin nyusahin,"['s', 'dgembleng', 'malam', 'siram', 'rohani', 'otakny', 'mikirin', 'nyusahin']",2
2025-05-26 02:07:16,komnas ham gembleng gembleng nyocot,"['komnas', 'ham', 'gembleng', 'gembleng', 'nyocot']",2
2025-05-26 01:46:24,komnas ham gembleng sadar istri sajadan sendiritak duli jerit,"['komnas', 'ham', 'gembleng', 'sadar', 'istri', 'sajadan', 'sendiritak', 'duli', 'jerit']",2
2025-05-26 01:42:40,,[],2
2025-05-26 01:23:18,aksi,['aksi'],1
2025-05-26 01:16:17,selesai dik manfaat,"['selesai', 'dik', 'manfaat']",1
2025-05-26 01:10:02,latih spirit cinta kasih lahir batin hindar bijak lahan korupsi terap manajemen buka tutup,"['latih', 'spirit', 'cinta', 'kasih', 'lahir', 'batin', 'hindar', 'bijak', 'lahan', 'korupsi', 'terap', 'manajemen', 'buka', 'tutup']",1
2025-05-26 01:07:47,bagussssklo rekrut,"['bagussssklo', 'rekrut']",1
2025-05-26 01:03:03,bljar dsiplin,"['bljar', 'dsiplin']",1
2025-05-26 00:38:26,balas semangat juang putra,"['balas', 'semangat', 'juang', 'putra']",1
2025-05-25 23:09:07,gembleng gembleng arogan,"['gembleng', 'gembleng', 'arogan']",1
2025-05-25 22:59:53,,[],1
2025-05-25 18:32:29,s seko terap sungguh pembulli lingkung majemuk competiter senjang hidup ujung individu mudah milik solidaritas fasilitas dasar duduk status lainlain,"['s', 'seko', 'terap', 'sungguh', 'pembulli', 'lingkung', 'majemuk', 'competiter', 'senjang', 'hidup', 'ujung', 'individu', 'mudah', 'milik', 'solidaritas', 'fasilitas', 'dasar', 'duduk', 'status', 'lainlain']",1
2025-05-25 16:10:42,hai petinggi positipnya suka siksa,"['hai', 'petinggi', 'positipnya', 'suka', 'siksa']",1
2025-05-25 14:10:10,bangeettt,['bangeettt'],1
2025-05-25 12:54:13,ngelawan malesia,"['ngelawan', 'malesia']",2
2025-05-25 12:08:18,,[],1
2025-05-25 12:00:29,,[],2
2025-05-25 11:47:22,duli senang,"['duli', 'senang']",2
2025-05-25 11:46:08,real takut perang,"['real', 'takut', 'perang']",2
2025-05-25 11:39:23,seharusya komnas ham warasbiar kritik sungguh bumerang,"['seharusya', 'komnas', 'ham', 'warasbiar', 'kritik', 'sungguh', 'bumerang']",2
2025-05-25 11:36:10,ukur,['ukur'],1
2025-05-25 11:23:38,mesti merek taat tersalurkn jiwa maskulinx hasilx,"['mesti', 'merek', 'taat', 'tersalurkn', 'jiwa', 'maskulinx', 'hasilx']",1
2025-05-25 11:10:22,gembleng mustahil,"['gembleng', 'mustahil']",2
2025-05-25 11:08:56,cakep anggur,"['cakep', 'anggur']",1
2025-05-25 11:03:33,bewaaaaaaanget manfaat maslahat sisiswa,"['bewaaaaaaanget', 'manfaat', 'maslahat', 'sisiswa']",1
2025-05-25 10:57:14,pki,['pki'],2
2025-05-25 10:35:59,positif,['positif'],1
2025-05-25 10:21:15,maju pantang mundur syukur sisa persen sensasi ribetkeributan hati nurani,"['maju', 'pantang', 'mundur', 'syukur', 'sisa', 'persen', 'sensasi', 'ribetkeributan', 'hati', 'nurani']",1
2025-05-25 09:44:44,untk tumbuh cinta cinta cinta,"['untk', 'tumbuh', 'cinta', 'cinta', 'cinta']",1
2025-05-25 09:41:50,bangat,['bangat'],1
2025-05-25 08:56:12,go ahead mr need rise up the youth of with the guidance of love for the homeland that they realize that for that they need become disciplined and responsible individuals glory and triumph my greetings of independence the netherlands,"['go', 'ahead', 'mr', 'need', 'rise', 'up', 'the', 'youth', 'of', 'with', 'the', 'guidance', 'of', 'love', 'for', 'the', 'homeland', 'that', 'they', 'realize', 'that', 'for', 'that', 'they', 'need', 'become', 'disciplined', 'and', 'responsible', 'individuals', 'glory', 'and', 'triumph', 'my', 'greetings', 'of', 'independence', 'the', 'netherlands']",1
2025-05-25 08:20:37,setujuuuu,['setujuuuu'],1
2025-05-25 08:02:42,mantap senang tenang senang huruhara,"['mantap', 'senang', 'tenang', 'senang', 'huruhara']",1
2025-05-25 07:59:59,bagus,['bagus'],1
2025-05-25 07:30:17,knapa terap neg,"['knapa', 'terap', 'neg']",2
2025-05-25 06:56:50,bubarlkan komnas ham,"['bubarlkan', 'komnas', 'ham']",2
2025-05-25 06:38:52,mabuk miris,"['mabuk', 'miris']",2
2025-05-25 06:27:42,seetuju cinta arah,"['seetuju', 'cinta', 'arah']",1
2025-05-25 06:04:32,bubar,['bubar'],2
2025-05-25 05:58:16,,[],1
2025-05-25 05:49:34,,[],2
2025-05-25 05:48:59,anaklaki cengengharus kuat,"['anaklaki', 'cengengharus', 'kuat']",1
2025-05-25 05:31:39,mantap,['mantap'],1
2025-05-25 05:19:39,suka kerasan militerhasilnya positifdpr komnashamnya mutu,"['suka', 'kerasan', 'militerhasilnya', 'positifdpr', 'komnashamnya', 'mutu']",1
2025-05-25 05:05:13,positif gunanyangomong lantangkerjanya,"['positif', 'gunanyangomong', 'lantangkerjanya']",1
2025-05-25 04:58:18,bubar dprduitnya manfaat,"['bubar', 'dprduitnya', 'manfaat']",2
2025-05-25 04:57:22,lgpra preman jalananjgn ragu,"['lgpra', 'preman', 'jalananjgn', 'ragu']",1
2025-05-25 04:54:26,setujusekalian tukang ngembat rakyatmasukin,"['setujusekalian', 'tukang', 'ngembat', 'rakyatmasukin']",1
2025-05-25 04:53:58,tukang habisin rakyatsekarang ribut,"['tukang', 'habisin', 'rakyatsekarang', 'ribut']",2
2025-05-25 04:50:26,komnas ham bebas,"['komnas', 'ham', 'bebas']",2
2025-05-25 04:48:29,lanjutken,['lanjutken'],1
2025-05-25 04:40:53,ritdk suruh mulyadibiar kagi,"['ritdk', 'suruh', 'mulyadibiar', 'kagi']",2
2025-05-25 04:37:36,peduli,['peduli'],2
2025-05-25 04:34:13,heran kursi ekonomi tertawa senyum suakaaa suara sosokmubisakah bubar,"['heran', 'kursi', 'ekonomi', 'tertawa', 'senyum', 'suakaaa', 'suara', 'sosokmubisakah', 'bubar']",2
2025-05-25 04:32:17,,[],2
2025-05-25 04:31:32,mampuh iri bubar guru sosok peduli gengsi,"['mampuh', 'iri', 'bubar', 'guru', 'sosok', 'peduli', 'gengsi']",2
2025-05-25 04:29:57,progam malak geng motor,"['progam', 'malak', 'geng', 'motor']",1
2025-05-25 04:17:40,bagus,['bagus'],1
2025-05-25 04:14:25,lanjuuuuuuut,['lanjuuuuuuut'],1
2025-05-25 04:03:45,mantap ainklanjutkan,"['mantap', 'ainklanjutkan']",1
2025-05-25 03:56:20,buwaaaaaangetmana,['buwaaaaaangetmana'],1
2025-05-25 03:44:10,kakak omnasham kritik kenerjanya becus,"['kakak', 'omnasham', 'kritik', 'kenerjanya', 'becus']",2
2025-05-25 03:43:27,bilanginbubarkan institusi,"['bilanginbubarkan', 'institusi']",2
2025-05-25 03:27:22,twny nyinyir gigi mancung maw mju pemimpiny sepet,"['twny', 'nyinyir', 'gigi', 'mancung', 'maw', 'mju', 'pemimpiny', 'sepet']",2
2025-05-25 03:21:21,,[],1
2025-05-25 03:18:59,latih ancam lnjutkan,"['latih', 'ancam', 'lnjutkan']",1
2025-05-25 03:15:57,suka tantang uji nyali tnibagus,"['suka', 'tantang', 'uji', 'nyali', 'tnibagus']",1
2025-05-25 03:15:19,terusquotkn,['terusquotkn'],1
2025-05-25 03:14:38,skli,['skli'],1
2025-05-25 03:06:54,guru bidang paksa paksa sadar mulia,"['guru', 'bidang', 'paksa', 'paksa', 'sadar', 'mulia']",1
2025-05-25 03:05:18,latih sebentar beneran,"['latih', 'sebentar', 'beneran']",1
2025-05-25 02:39:25,prinsip maju,"['prinsip', 'maju']",1
2025-05-25 02:39:08,dusia sia,"['dusia', 'sia']",1
2025-05-25 02:37:40,latih,['latih'],1
2025-05-25 02:35:54,,[],1
2025-05-25 02:30:38,persen,['persen'],1
2025-05-25 02:29:54,pollllllanjut aingabi sunda skli,"['pollllllanjut', 'aingabi', 'sunda', 'skli']",1
2025-05-25 02:25:34,sragen digemleng tnibiar,"['sragen', 'digemleng', 'tnibiar']",1
2025-05-25 02:15:50,orgquotyg suka ngebacot doank peduli,"['orgquotyg', 'suka', 'ngebacot', 'doank', 'peduli']",1
2025-05-25 02:13:28,bagus ilmu niar yambah bagus lahgisehat jasmani rohanimantab,"['bagus', 'ilmu', 'niar', 'yambah', 'bagus', 'lahgisehat', 'jasmani', 'rohanimantab']",1
2025-05-25 02:02:37,seeeeeeeeeeettttttuuuuuuujjjjjjjjuuuuuuuuubaaaaaangeeeeeeet,['seeeeeeeeeeettttttuuuuuuujjjjjjjjuuuuuuuuubaaaaaangeeeeeeet'],1
2025-05-25 01:58:05,mulyadiyg bejat,"['mulyadiyg', 'bejat']",1
2025-05-25 01:49:03,bagus siplin ugalan,"['bagus', 'siplin', 'ugalan']",1
2025-05-25 01:46:38,suruh pustaka suruh shalawatan joget militeristik rubah watak shalawatan,"['suruh', 'pustaka', 'suruh', 'shalawatan', 'joget', 'militeristik', 'rubah', 'watak', 'shalawatan']",1
2025-05-25 01:38:34,takut gila,"['takut', 'gila']",3
2025-05-25 01:37:14,,[],1
2025-05-25 01:34:40,bngettttttt,['bngettttttt'],1
2025-05-25 01:17:02,bas semi sukses sman tn nyinyir melulu,"['bas', 'semi', 'sukses', 'sman', 'tn', 'nyinyir', 'melulu']",1
2025-05-25 01:16:02,minat saluut,"['minat', 'saluut']",1
2025-05-25 01:11:34,,[],2
2025-05-25 00:40:50,,[],1
2025-05-25 00:23:20,ttap tdak atur,"['ttap', 'tdak', 'atur']",1
2025-05-25 00:17:13,latih salam,"['latih', 'salam']",2
2025-05-25 00:15:45,positif gebrak,"['positif', 'gebrak']",1
2025-05-25 00:07:14,bubar,['bubar'],2
2025-05-24 23:55:48,bagus positive butuh bela lembek,"['bagus', 'positive', 'butuh', 'bela', 'lembek']",1
2025-05-24 23:47:24,,[],1
2025-05-24 23:41:51,setujuu pemblajaran knapa,"['setujuu', 'pemblajaran', 'knapa']",1
2025-05-24 23:41:01,maaf yaaajangan ktnyasemua siswalebih muliasangat unt cinta,"['maaf', 'yaaajangan', 'ktnyasemua', 'siswalebih', 'muliasangat', 'unt', 'cinta']",1
2025-05-24 23:31:32,maju dengar oceh kaji,"['maju', 'dengar', 'oceh', 'kaji']",1
2025-05-24 23:13:29,progam sangatquot nggk suka cuekin boz,"['progam', 'sangatquot', 'nggk', 'suka', 'cuekin', 'boz']",1
2025-05-24 23:12:56,smangat,['smangat'],2
2025-05-24 22:26:58,mantap,['mantap'],1
2025-05-24 21:37:51,komnad hamdan mprbubarkan sajamerekalah susah kehifupan rakyatnyalebih tadikapaud,"['komnad', 'hamdan', 'mprbubarkan', 'sajamerekalah', 'susah', 'kehifupan', 'rakyatnyalebih', 'tadikapaud']",2
2025-05-24 20:27:04,,[],1
