published_at,comment_text,label,cleaned_text,normalized_comment,cleaned_text2,no_stopwords,stemmed_text,no_stopwords2,tokenize_text
2025-05-24 03:35:10,Terus KPAI guna nya apa cm omdo yg kata nya garis bawahi KATA NYA Anggota KPAI org² terpilih dan pintar² lulusa Sarjana..,2,terus kpai guna nya apa cm omdo yg kata nya garis bawahi kata nya anggota kpai org terpilih dan pintar lulusa sarjana,terus komisi perlindungan anak indonesia berguna nya apa cuma banyak bicara yang kata nya garis bawahi kata nya anggota komisi perlindungan anak indonesia orang terpilih dan pintar lulusa sarjana,terus komisi perlindungan anak indonesia berguna nya apa cuma banyak bicara yang kata nya garis bawahi kata nya anggota komisi perlindungan anak indonesia orang terpilih dan pintar lulusa sarjana,komisi perlindungan berguna bicara garis bawahi anggota komisi perlindungan terpilih pintar lulusa sarjana,komisi lindung guna bicara garis bawah anggota komisi lindung pilih pintar lulusa sarjana,garis lulusa sarjana,"['garis', 'lulusa', 'sarjana']"
2025-05-24 03:30:49,Alhamdulillah ya alloh baik trs ya nak demi masa depanmu dn orang tuamu bangga dgn mu ...... trimakasih bp dedi mulyadi dn tni yg udah mendidik anak kearah yg lebih baik dn patuh sm orang tua ❤,1,alhamdulillah ya alloh baik trs ya nak demi masa depanmu dn orang tuamu bangga dgn mu trimakasih bp dedi mulyadi dn tni yg udah mendidik anak kearah yg lebih baik dn patuh sm orang tua,alhamdulillah iya allah baik terus iya hendak demi masa depanmu dan orang tuamu bangga dengan mu terimakasih bidang dedi mulyadi dan tentara nasional indonesia yang sudah mendidik anak kearah yang lebih baik dan patuh sama orang tua,alhamdulillah iya allah baik terus iya hendak demi masa depanmu dan orang tuamu bangga dengan mu terimakasih bidang dedi mulyadi dan tentara nasional indonesia yang sudah mendidik anak kearah yang lebih baik dan patuh sama orang tua,alhamdulillah depanmu tuamu bangga mu terimakasih bidang tentara nasional mendidik kearah patuh,alhamdulillah depan tua bangga mu terimakasih bidang tentara nasional didik arah patuh,alhamdulillah bangga terimakasih bidang arah patuh,"['alhamdulillah', 'bangga', 'terimakasih', 'bidang', 'arah', 'patuh']"
2025-05-24 03:21:49,mantap gebenur,1,mantap gebenur,mantap gebenur,mantap gebenur,mantap gebenur,mantap gebenur,mantap gebenur,"['mantap', 'gebenur']"
2025-05-24 03:19:57,Ikut senang ❤,2,ikut senang,ikut senang,ikut senang,senang,senang,senang,['senang']
2025-05-24 03:17:36,Deleh ku tangkurak sia para elit.. Anggota DPRD  DPRI X,2,deleh ku tangkurak sia para elit anggota dprd dpri x,deleh oleh tangkurak sia para pejabat anggota dewan perwakilan rakyat daerah dpri tidak,deleh oleh tangkurak sia para pejabat anggota dewan perwakilan rakyat daerah dpri tidak,deleh tangkurak sia pejabat anggota dewan perwakilan rakyat daerah dpri,deh tangkurak sia jabat anggota dewan wakil rakyat daerah dpri,tangkurak sia dpri,"['tangkurak', 'sia', 'dpri']"
2025-05-24 03:15:15,"Semangat mbaknya mudah2an sukses hidupnya, dan dapat jodoh yg tepat 👍👍👍👍🙏",2,semangat mbaknya mudahan sukses hidupnya dan dapat jodoh yg tepat,semangat mbaknya mudah mudahan sukses hidupnya dan dapat jodoh yang tepat,semangat mbaknya mudah mudahan sukses hidupnya dan dapat jodoh yang tepat,semangat mbaknya mudah mudahan sukses hidupnya jodoh,semangat mbak mudah mudah sukses hidup jodoh,semangat mbak mudah mudah sukses hidup jodoh,"['semangat', 'mbak', 'mudah', 'mudah', 'sukses', 'hidup', 'jodoh']"
2025-05-24 03:12:41,Siswa apa siswi sih klo cwk,2,siswa apa siswi sih klo cwk,siswa apa siswi sih kalau cwk,siswa apa siswi sih kalau cwk,siswi cwk,siswi cwk,siswi cwk,"['siswi', 'cwk']"
2025-05-24 03:08:51,Semoga menjadi lebih baik dan berhenti merokok,2,semoga menjadi lebih baik dan berhenti merokok,semoga menjadi lebih baik dan berhenti merokok,semoga menjadi lebih baik dan berhenti merokok,semoga berhenti merokok,moga henti rokok,rokok,['rokok']
2025-05-24 03:08:14,Kakak nya tolong di masukin Barak sekalian...😂,2,kakak nya tolong di masukin barak sekalian,kakak nya tolong di masukkan barak sekalian,kakak nya tolong di masukkan barak sekalian,kakak masukkan,kakak masuk,kakak,['kakak']
2025-05-24 03:07:52,Alhamdulillah ahirnya Indonesiaku ada yang tersenyum❤,2,alhamdulillah ahirnya indonesiaku ada yang tersenyum,alhamdulillah ahirnya indonesiaku ada yang tersenyum,alhamdulillah ahirnya indonesiaku ada yang tersenyum,alhamdulillah ahirnya indonesiaku tersenyum,alhamdulillah ahirnya indonesia senyum,alhamdulillah ahirnya senyum,"['alhamdulillah', 'ahirnya', 'senyum']"
2025-05-24 03:05:16,"KPAI dan Komnas HAM mana suaranya,pura-pura tak tahu manfaat pendidikan karakter di barak militer.",2,kpai dan komnas ham mana suaranyapurapura tak tahu manfaat pendidikan karakter di barak militer,komisi perlindungan anak indonesia dan komisi nasional hak asasi manusia mana suaranyapurapura tidak tahu manfaat pendidikan karakter di barak militer,komisi perlindungan anak indonesia dan komisi nasional hak asasi manusia mana suaranyapurapura tidak tahu manfaat pendidikan karakter di barak militer,komisi perlindungan komisi nasional hak asasi manusia suaranyapurapura manfaat pendidikan karakter,komisi lindung komisi nasional hak asasi manusia suaranyapurapura manfaat didik karakter,suaranyapurapura manfaat,"['suaranyapurapura', 'manfaat']"
2025-05-24 02:58:37,Bapak aing.mantaplah.moga Gusti pangeran selalu melindungi bapak aing.,2,bapak aingmantaplahmoga gusti pangeran selalu melindungi bapak aing,bapak aingmantaplahmoga gusti pangeran selalu melindungi bapak saya,bapak aingmantaplahmoga gusti pangeran selalu melindungi bapak saya,aingmantaplahmoga gusti pangeran melindungi,aingmantaplahmoga gusti pangeran lindung,aingmantaplahmoga gusti pangeran,"['aingmantaplahmoga', 'gusti', 'pangeran']"
2025-05-24 02:58:28,"mana yg bilang kang dedi mulyadu itu pemikiran dangkal gara&quot; barak militer,yg dangkal itu cara berpikir elu tong,,",1,mana yg bilang kang dedi mulyadu itu pemikiran dangkal garaquot barak militeryg dangkal itu cara berpikir elu tong,mana yang bilang kang dedi mulyadi itu pemikiran dangkal garaquot barak militeryg dangkal itu cara berpikir kamu jangan,mana yang bilang kang dedi mulyadi itu pemikiran dangkal garaquot barak militeryg dangkal itu cara berpikir kamu jangan,bilang pemikiran dangkal garaquot militeryg dangkal berpikir,bilang pikir dangkal garaquot militeryg dangkal pikir,dangkal garaquot militeryg dangkal,"['dangkal', 'garaquot', 'militeryg', 'dangkal']"
2025-05-24 02:53:15,Seandainya setiap kodim seluruh Indonesia ada saya kira masyarakat banyak yg setuju,1,seandainya setiap kodim seluruh indonesia ada saya kira masyarakat banyak yg setuju,seandainya setiap kodim seluruh indonesia ada saya kira masyarakat banyak yang setuju,seandainya setiap kodim seluruh indonesia ada saya kira masyarakat banyak yang setuju,seandainya kodim masyarakat setuju,anda kodim masyarakat tuju,kodim,['kodim']
2025-05-24 02:47:37,"Bagus,",1,bagus,bagus,bagus,bagus,bagus,bagus,['bagus']
2025-05-24 02:38:04,Jawa barat sudah terbukti apa kabar dengan jakarta sudah berjalan gak perpustakaannya....,1,jawa barat sudah terbukti apa kabar dengan jakarta sudah berjalan gak perpustakaannya,jawa barat sudah terbukti apa kabar dengan jakarta sudah berjalan tidak perpustakaannya,jawa barat sudah terbukti apa kabar dengan jakarta sudah berjalan tidak perpustakaannya,terbukti kabar jakarta berjalan perpustakaannya,bukti kabar jakarta jalan pustaka,kabar pustaka,"['kabar', 'pustaka']"
2025-05-24 02:37:21,tiada kata lain yang bisa di ucap &amp; harap &#39; dedi mulyadi ❤️🤲 Sehat &#39; Bahagia serta MAJU  terus ke RI 🇮🇩 Gemilang yang akan datang 🙏,1,tiada kata lain yang bisa di ucap amp harap dedi mulyadi sehat bahagia serta maju terus ke ri gemilang yang akan datang,tiada kata lain yang bisa di ucap amp harap dedi mulyadi sehat bahagia serta maju terus kah republik indonesia gemilang yang akan datang,tiada kata lain yang bisa di ucap amp harap dedi mulyadi sehat bahagia serta maju terus kah republik indonesia gemilang yang akan datang,tiada amp harap sehat bahagia maju republik gemilang,tiada amp harap sehat bahagia maju republik gemilang,tiada harap bahagia maju gemilang,"['tiada', 'harap', 'bahagia', 'maju', 'gemilang']"
2025-05-24 02:31:26,Alhamdulillah semoga anak-anaku konsisten demi cita-cita mu nak luruslah tekadmu untuk lebih baik aamiin,1,alhamdulillah semoga anakanaku konsisten demi citacita mu nak luruslah tekadmu untuk lebih baik aamiin,alhamdulillah semoga anakanaku konsisten demi citacita mu hendak luruslah tekadmu untuk lebih baik amin,alhamdulillah semoga anakanaku konsisten demi citacita mu hendak luruslah tekadmu untuk lebih baik amin,alhamdulillah semoga anakanaku konsisten citacita mu luruslah tekadmu amin,alhamdulillah moga anakanaku konsisten citacita mu lurus tekad amin,alhamdulillah anakanaku konsisten citacita lurus tekad amin,"['alhamdulillah', 'anakanaku', 'konsisten', 'citacita', 'lurus', 'tekad', 'amin']"
2025-05-24 02:29:42,Yang kemarin koar² menolak kebijakan dedi mulyadi mana suara nya.???  Otak sama mulut nya sudah sadar belum sama kebijakan positif dedi mulyadi.? 😝😝😝,2,yang kemarin koar menolak kebijakan dedi mulyadi mana suara nya otak sama mulut nya sudah sadar belum sama kebijakan positif dedi mulyadi,yang kemarin teriak tolak kebijakan dedi mulyadi mana suara nya otak sama mulut nya sudah sadar belum sama kebijakan positif dedi mulyadi,yang kemarin teriak tolak kebijakan dedi mulyadi mana suara nya otak sama mulut nya sudah sadar belum sama kebijakan positif dedi mulyadi,kemarin teriak tolak kebijakan suara otak mulut sadar kebijakan positif,kemarin teriak tolak bijak suara otak mulut sadar bijak positif,kemarin teriak tolak bijak suara mulut sadar bijak positif,"['kemarin', 'teriak', 'tolak', 'bijak', 'suara', 'mulut', 'sadar', 'bijak', 'positif']"
2025-05-24 02:29:01,"Ga ada yang langgar ham sih ok, tpi buat spekulasi orang tua yang dangkal akan kebijakan akan membuat mereka mendidik anak agar nakal/berperilaku buruk sejak sd smp sma agar masuk barak ya tahu sendiri pola pikir orang pribumi yang mendambakan abdi negara di atas pola pikir sehat nya Di tambahin karna kebijakan gratis dan kebayakan warga di Indonesia ini adalah miskin ya itu akan membuat daya tarik sendiri. Bukan salah kebijakan sih tapi ini adalah nilai lain yang perlu juga di liat.",2,ga ada yang langgar ham sih ok tpi buat spekulasi orang tua yang dangkal akan kebijakan akan membuat mereka mendidik anak agar nakalberperilaku buruk sejak sd smp sma agar masuk barak ya tahu sendiri pola pikir orang pribumi yang mendambakan abdi negara di atas pola pikir sehat nya di tambahin karna kebijakan gratis dan kebayakan warga di indonesia ini adalah miskin ya itu akan membuat daya tarik sendiri bukan salah kebijakan sih tapi ini adalah nilai lain yang perlu juga di liat,tidak ada yang langgar hak asasi manusia sih ok tetapi buat spekulasi orang tua yang dangkal akan kebijakan akan membuat mereka mendidik anak agar nakalberperilaku buruk sejak sd smp sama agar masuk barak iya tahu sendiri pola pikir orang pribumi yang mendambakan aku negara di atas pola pikir sehat nya di tambahin karena kebijakan gratis dan kebayakan warga di indonesia ini adalah miskin iya itu akan membuat daya tarik sendiri bukan salah kebijakan sih tapi ini adalah nilai lain yang perlu juga di lihat,tidak ada yang langgar hak asasi manusia sih ok tetapi buat spekulasi orang tua yang dangkal akan kebijakan akan membuat mereka mendidik anak agar nakalberperilaku buruk sejak sd smp sama agar masuk barak iya tahu sendiri pola pikir orang pribumi yang mendambakan aku negara di atas pola pikir sehat nya di tambahin karena kebijakan gratis dan kebayakan warga di indonesia ini adalah miskin iya itu akan membuat daya tarik sendiri bukan salah kebijakan sih tapi ini adalah nilai lain yang perlu juga di lihat,langgar hak asasi manusia ok spekulasi dangkal kebijakan mendidik nakalberperilaku buruk sd smp masuk pola pikir pribumi mendambakan pola pikir sehat tambahin kebijakan gratis kebayakan warga miskin daya tarik salah kebijakan nilai,langgar hak asasi manusia ok spekulasi dangkal bijak didik nakalberperilaku buruk sd smp masuk pola pikir pribumi damba pola pikir sehat tambahin bijak gratis kebaya warga miskin daya tarik salah bijak nilai,langgar ok spekulasi dangkal bijak nakalberperilaku buruk sd pola pribumi damba pola tambahin bijak gratis kebaya miskin daya tarik salah bijak,"['langgar', 'ok', 'spekulasi', 'dangkal', 'bijak', 'nakalberperilaku', 'buruk', 'sd', 'pola', 'pribumi', 'damba', 'pola', 'tambahin', 'bijak', 'gratis', 'kebaya', 'miskin', 'daya', 'tarik', 'salah', 'bijak']"
2025-05-26 08:01:49,Nangis aj sendiri bu jgn cari panggung ibu,2,nangis aj sendiri bu jgn cari panggung ibu,menangis aja sendiri bu jangan cari panggung ibu,menangis aja sendiri bu jangan cari panggung ibu,menangis cari panggung,menang cari panggung,menang panggung,"['menang', 'panggung']"
2025-05-23 10:25:19,Wes nangiso sak karepmu yuk,2,wes nangiso sak karepmu yuk,wes menangislah sak karepmu ayo,wes menangislah sak karepmu ayo,wes menangislah sak karepmu ayo,wes menang sak karepmu ayo,wes menang sak karepmu ayo,"['wes', 'menang', 'sak', 'karepmu', 'ayo']"
2025-05-16 06:11:37,"Nangis aja bu, biar ibu nangis sampai mati tidak ada orang yang perduli sama ibu.omong doang gayanya selangit kerja nyata tidak ada ilmu ditaruh didengul.",2,nangis aja bu biar ibu nangis sampai mati tidak ada orang yang perduli sama ibuomong doang gayanya selangit kerja nyata tidak ada ilmu ditaruh didengul,menangis saja bu biar ibu menangis sampai mati tidak ada orang yang perduli sama ibuomong saja gayanya selangit kerja nyata tidak ada ilmu ditaruh didengul,menangis saja bu biar ibu menangis sampai mati tidak ada orang yang perduli sama ibuomong saja gayanya selangit kerja nyata tidak ada ilmu ditaruh didengul,menangis menangis mati perduli ibuomong gayanya selangit nyata ilmu ditaruh didengul,menang menang mati duli ibuomong gaya langit nyata ilmu taruh didengul,menang menang mati duli ibuomong gaya langit ilmu taruh didengul,"['menang', 'menang', 'mati', 'duli', 'ibuomong', 'gaya', 'langit', 'ilmu', 'taruh', 'didengul']"
2025-05-16 05:59:19,"Apa dgn menangis bisa menangani anak2 nakal ibu goblog, cuma diblakang meja nungguin amplop korupsi utk bayar upeti ke partainya oon",2,apa dgn menangis bisa menangani anak nakal ibu goblog cuma diblakang meja nungguin amplop korupsi utk bayar upeti ke partainya oon,apa dengan menangis bisa menangani anak nakal ibu goblok cuma diblakang meja nungguin amplop korupsi untuk bayar upeti kah partainya bodoh,apa dengan menangis bisa menangani anak nakal ibu goblok cuma diblakang meja nungguin amplop korupsi untuk bayar upeti kah partainya bodoh,menangis menangani goblok diblakang meja nungguin amplop korupsi bayar upeti partainya bodoh,menang tangan goblok diblakang meja nungguin amplop korupsi bayar upeti partai bodoh,menang tangan goblok diblakang meja nungguin amplop korupsi bayar upeti partai bodoh,"['menang', 'tangan', 'goblok', 'diblakang', 'meja', 'nungguin', 'amplop', 'korupsi', 'bayar', 'upeti', 'partai', 'bodoh']"
2025-05-16 05:56:22,"Ini ibu hesty ya ko berhati iblis membiarkan anak nakal dimana2 apa sengaja ingin merusak generasi muda dg membiarkan dijalan2 dimana ga di urus, kalo ga boleh diurus pem jabar, berikn sja narkoba bu pasti anteng ibu goblog",2,ini ibu hesty ya ko berhati iblis membiarkan anak nakal dimana apa sengaja ingin merusak generasi muda dg membiarkan dijalan dimana ga di urus kalo ga boleh diurus pem jabar berikn sja narkoba bu pasti anteng ibu goblog,ini ibu hesty iya kok berhati iblis membiarkan anak nakal dimana apa sengaja ingin merusak generasi muda dengan membiarkan dijalan dimana tidak di urus kalau tidak boleh diurus pem jawa barat berikn saja narkotika bu pasti anteng ibu goblok,ini ibu hesty iya kok berhati iblis membiarkan anak nakal dimana apa sengaja ingin merusak generasi muda dengan membiarkan dijalan dimana tidak di urus kalau tidak boleh diurus pem jawa barat berikn saja narkotika bu pasti anteng ibu goblok,hesty berhati iblis membiarkan dimana sengaja merusak generasi muda membiarkan dijalan dimana urus diurus pem berikn narkotika anteng goblok,hesty hati iblis biar mana sengaja rusak generasi muda biar jalan mana urus urus pem berikn narkotika anteng goblok,hesty hati iblis sengaja rusak pem berikn narkotika anteng goblok,"['hesty', 'hati', 'iblis', 'sengaja', 'rusak', 'pem', 'berikn', 'narkotika', 'anteng', 'goblok']"
2025-05-11 06:30:52,Sy sebagai orang tua setuju dekali lakah dedi mulyadi,1,sy sebagai orang tua setuju dekali lakah dedi mulyadi,saya sebagai orang tua setuju dekali lakah dedi mulyadi,saya sebagai orang tua setuju dekali lakah dedi mulyadi,setuju dekali lakah,tuju dekali lakah,dekali lakah,"['dekali', 'lakah']"
2025-05-09 03:39:09,Seandainya para gubernur di seluruh indonesia sama seperti dedi mulyadi yakinlah indonesi selalu rukun gk ada yg tawuran,1,seandainya para gubernur di seluruh indonesia sama seperti dedi mulyadi yakinlah indonesi selalu rukun gk ada yg tawuran,seandainya para gubernur di seluruh indonesia sama seperti dedi mulyadi yakinlah indonesi selalu rukun tidak ada yang berantem,seandainya para gubernur di seluruh indonesia sama seperti dedi mulyadi yakinlah indonesi selalu rukun tidak ada yang berantem,seandainya yakinlah indonesi rukun berantem,anda yakin indonesi rukun antem,indonesi rukun,"['indonesi', 'rukun']"
2025-05-09 03:36:36,"Mangiso buk nangiso ngomong tok gk nanges Aujadikan apa generasi ygkayak begini nakal narkoba tpi dengan langkah yg d ambildedi mulyadi sy salut terhadap dedi mulyadi sy orang jawa timor mendukung langkah,2 yg d ambil dedi mulyadi M, maju terus  dedi mulyadi👍👍👍",1,mangiso buk nangiso ngomong tok gk nanges aujadikan apa generasi ygkayak begini nakal narkoba tpi dengan langkah yg d ambildedi mulyadi sy salut terhadap dedi mulyadi sy orang jawa timor mendukung langkah yg d ambil dedi mulyadi m maju terus dedi mulyadi,mangiso ibu menangislah bicara tok tidak nanges aujadikan apa generasi ygkayak begini nakal narkotika tetapi dengan langkah yang di ambildedi mulyadi saya hormat terhadap dedi mulyadi saya orang jawa timor mendukung langkah yang di ambil dedi mulyadi m maju terus dedi mulyadi,mangiso ibu menangislah bicara tok tidak nanges aujadikan apa generasi ygkayak begini nakal narkotika tetapi dengan langkah yang di ambildedi mulyadi saya hormat terhadap dedi mulyadi saya orang jawa timor mendukung langkah yang di ambil dedi mulyadi m maju terus dedi mulyadi,mangiso menangislah bicara tok nanges aujadikan generasi ygkayak narkotika langkah ambildedi hormat timor mendukung langkah m maju,mangiso menang bicara tok nanges aujadikan generasi ygkayak narkotika langkah ambildedi hormat timor dukung langkah m maju,mangiso menang tok nanges aujadikan ygkayak narkotika langkah ambildedi timor langkah m maju,"['mangiso', 'menang', 'tok', 'nanges', 'aujadikan', 'ygkayak', 'narkotika', 'langkah', 'ambildedi', 'timor', 'langkah', 'm', 'maju']"
2025-05-08 14:24:37,Hai Bu jangan nyinyir lu contoh pak dedi mulyadi harusnya kamu dukung pak Dedi jangan sok pintar lu,1,hai bu jangan nyinyir lu contoh pak dedi mulyadi harusnya kamu dukung pak dedi jangan sok pintar lu,hai bu jangan nyinyir kamu contoh pak dedi mulyadi harusnya kamu dukung pak dedi jangan silakan pintar kamu,hai bu jangan nyinyir kamu contoh pak dedi mulyadi harusnya kamu dukung pak dedi jangan silakan pintar kamu,hai nyinyir contoh dukung silakan pintar,hai nyinyir contoh dukung sila pintar,hai nyinyir,"['hai', 'nyinyir']"
2025-05-08 09:21:14,Selama ini kpai kemana aja dari dulu banyak anak2 yg tawranterlantar ga di urus jangan cuma tiori bu  pake perasaan hati,2,selama ini kpai kemana aja dari dulu banyak anak yg tawranterlantar ga di urus jangan cuma tiori bu pake perasaan hati,selama ini komisi perlindungan anak indonesia kemana saja dari dahulu banyak anak yang tawranterlantar tidak di urus jangan cuma tiori bu pakai perasaan hati,selama ini komisi perlindungan anak indonesia kemana saja dari dahulu banyak anak yang tawranterlantar tidak di urus jangan cuma tiori bu pakai perasaan hati,komisi perlindungan kemana tawranterlantar urus tiori perasaan hati,komisi lindung mana tawranterlantar urus tiori asa hati,tawranterlantar tiori asa hati,"['tawranterlantar', 'tiori', 'asa', 'hati']"
2025-05-07 22:50:30,Jdi gawena teh omongan&quot; Doang para elit atau pun pejabat yg lain,2,jdi gawena teh omonganquot doang para elit atau pun pejabat yg lain,jadi gawena kakak perempuan omonganquot saja para pejabat atau pun pejabat yang lain,jadi gawena kakak perempuan omonganquot saja para pejabat atau pun pejabat yang lain,gawena kakak perempuan omonganquot pejabat pejabat,gawena kakak perempuan omonganquot jabat jabat,gawena kakak perempuan omonganquot,"['gawena', 'kakak', 'perempuan', 'omonganquot']"
2025-05-07 13:53:09,Ibu ini aneh anak2 sudah meresahkan masarakat dn sama orang tua dengan eklas diserahkan dididik karekter di meliter dan banyak hasilya dn ibu ini suruh nangani anak2 nakal seluruh indonesia,1,ibu ini aneh anak sudah meresahkan masarakat dn sama orang tua dengan eklas diserahkan dididik karekter di meliter dan banyak hasilya dn ibu ini suruh nangani anak nakal seluruh indonesia,ibu ini aneh anak sudah meresahkan masarakat dan sama orang tua dengan eklas diserahkan dididik karekter di militer dan banyak hasilya dan ibu ini suruh nangani anak nakal seluruh indonesia,ibu ini aneh anak sudah meresahkan masarakat dan sama orang tua dengan eklas diserahkan dididik karekter di militer dan banyak hasilya dan ibu ini suruh nangani anak nakal seluruh indonesia,aneh meresahkan masarakat eklas diserahkan dididik karekter hasilya suruh nangani,aneh resah masarakat eklas serah didik karekter hasilya suruh nangani,aneh resah masarakat eklas serah karekter hasilya suruh nangani,"['aneh', 'resah', 'masarakat', 'eklas', 'serah', 'karekter', 'hasilya', 'suruh', 'nangani']"
2025-05-07 13:01:41,Nangis aja Bu yang gede anak2 mmau di didik nngeyel bukanya dukung dedi mulyadi emang Topp 👍👍👍👍👍👍,1,nangis aja bu yang gede anak mmau di didik nngeyel bukanya dukung dedi mulyadi emang topp,menangis saja bu yang gede anak mmau di didik nngeyel bukanya dukung dedi mulyadi memang topp,menangis saja bu yang gede anak mmau di didik nngeyel bukanya dukung dedi mulyadi memang topp,menangis gede mmau didik nngeyel bukanya dukung topp,menang gede mmau didik nngeyel buka dukung topp,menang gede mmau nngeyel buka topp,"['menang', 'gede', 'mmau', 'nngeyel', 'buka', 'topp']"
2025-05-07 10:33:10,Alah ibu ini pencitraan yg mau nangis tapi gak ada guna karyamu yg nyata mana bu? Jangan pinter kritik tapi gak ada solusi nyata percuma omon omon makan gaji buta nangis ibu gak berguna nangislah buat gaji buta mu yg gak guna itu memalukan.,2,alah ibu ini pencitraan yg mau nangis tapi gak ada guna karyamu yg nyata mana bu jangan pinter kritik tapi gak ada solusi nyata percuma omon omon makan gaji buta nangis ibu gak berguna nangislah buat gaji buta mu yg gak guna itu memalukan,alah ibu ini pencitraan yang mau menangis tapi tidak ada berguna karyamu yang nyata mana bu jangan pinter kritik tapi tidak ada solusi nyata percuma omon omon makan gaji buta menangis ibu tidak berguna nangislah buat gaji buta mu yang tidak berguna itu memalukan,alah ibu ini pencitraan yang mau menangis tapi tidak ada berguna karyamu yang nyata mana bu jangan pinter kritik tapi tidak ada solusi nyata percuma omon omon makan gaji buta menangis ibu tidak berguna nangislah buat gaji buta mu yang tidak berguna itu memalukan,pencitraan menangis berguna karyamu nyata pinter kritik solusi nyata omon omon makan gaji buta menangis berguna nangislah gaji buta mu berguna memalukan,citra menang guna karya nyata pinter kritik solusi nyata omon omon makan gaji buta menang guna nang gaji buta mu guna malu,citra menang karya pinter kritik gaji buta menang nang gaji buta,"['citra', 'menang', 'karya', 'pinter', 'kritik', 'gaji', 'buta', 'menang', 'nang', 'gaji', 'buta']"
2025-05-07 08:48:13,Teruskan pak dedi mulyadi langkahmu lebih baik demi rakyatmu,1,teruskan pak dedi mulyadi langkahmu lebih baik demi rakyatmu,teruskan pak dedi mulyadi langkahmu lebih baik demi rakyatmu,teruskan pak dedi mulyadi langkahmu lebih baik demi rakyatmu,langkahmu rakyatmu,langkah rakyat,langkah,['langkah']
2025-05-07 08:47:35,Anak anak itu di didik di barak militer biar jadi anak yang baik.,1,anak anak itu di didik di barak militer biar jadi anak yang baik,anak anak itu di didik di barak militer biar jadi anak yang baik,anak anak itu di didik di barak militer biar jadi anak yang baik,didik,didik,,[]
2025-05-07 08:47:01,Nangislah.,2,nangislah,nangislah,nangislah,nangislah,nang,nang,['nang']
2025-05-07 06:32:53,"Ibu ini pura &quot; sedih ,.😭🤪",2,ibu ini pura quot sedih,ibu ini pura quot sedih,ibu ini pura quot sedih,pura sedih,pura sedih,pura sedih,"['pura', 'sedih']"
2025-05-07 00:40:42,Serasa rasa ibuk ini padahal anaknya nggak masalah  sudahlah buk mencari  cari masalah,2,serasa rasa ibuk ini padahal anaknya nggak masalah sudahlah buk mencari cari masalah,serasa rasa ibuk ini padahal anaknya tidak masalah sudahlah ibu mencari cari masalah,serasa rasa ibuk ini padahal anaknya tidak masalah sudahlah ibu mencari cari masalah,serasa anaknya mencari cari,serasa anak cari cari,serasa,['serasa']
2025-05-06 21:01:57,Menangislah bu sepuaspuasnya  orang tua murid juga nangis karena anaknya nakal apakah ibu menolong,2,menangislah bu sepuaspuasnya orang tua murid juga nangis karena anaknya nakal apakah ibu menolong,menangislah bu sepuaspuasnya orang tua murid juga menangis karena anaknya nakal apakah ibu menolong,menangislah bu sepuaspuasnya orang tua murid juga menangis karena anaknya nakal apakah ibu menolong,menangislah sepuaspuasnya murid menangis anaknya menolong,menang sepuaspuasnya murid menang anak tolong,menang sepuaspuasnya menang,"['menang', 'sepuaspuasnya', 'menang']"
2025-05-06 13:29:11,Anggota DPR konslet,2,anggota dpr konslet,anggota dewan perwakilan rakyat konslet,anggota dewan perwakilan rakyat konslet,anggota dewan perwakilan rakyat konslet,anggota dewan wakil rakyat konslet,konslet,['konslet']
2025-05-06 12:28:12,Nangis buatan,2,nangis buatan,menangis buatan,menangis buatan,menangis buatan,menang buat,menang,['menang']
2025-05-06 11:58:08,Kok diskriminasi piye to....lha wong mreka disana dididik kok...bukan disiksa....piye to coromu mikir mbok😢😢😢,2,kok diskriminasi piye tolha wong mreka disana dididik kokbukan disiksapiye to coromu mikir mbok,kok diskriminasi piye tolha wong mreka disana dididik kokbukan disiksapiye to coromu mikir mbok,kok diskriminasi piye tolha wong mreka disana dididik kokbukan disiksapiye to coromu mikir mbok,diskriminasi piye tolha mreka disana dididik kokbukan disiksapiye coromu mikir,diskriminasi piye tolha mreka sana didik kokbukan disiksapiye coro mikir,diskriminasi piye tolha mreka kokbukan disiksapiye coro mikir,"['diskriminasi', 'piye', 'tolha', 'mreka', 'kokbukan', 'disiksapiye', 'coro', 'mikir']"
2025-05-06 09:43:43,Menangis aja Bu,2,menangis aja bu,menangis saja bu,menangis saja bu,menangis,menang,menang,['menang']
2025-05-06 07:52:17,"Kang bupati tong dilayanan ibu&quot; nu kararitu patut mah, euweuh gunana ngan ngaribetkeun wungkul. Anteub we sina ngagonggong.",2,kang bupati tong dilayanan ibuquot nu kararitu patut mah euweuh gunana ngan ngaribetkeun wungkul anteub we sina ngagonggong,kang bupati jangan dilayanan ibu nahdatul ulama kararitu patut mah euweuh gunana ngan ngaribetkeun saja anteub saja sina ngagonggong,kang bupati jangan dilayanan ibu nahdatul ulama kararitu patut mah euweuh gunana ngan ngaribetkeun saja anteub saja sina ngagonggong,dilayanan nahdatul ulama kararitu patut euweuh gunana ngan ngaribetkeun anteub sina ngagonggong,layan nahdatul ulama kararitu patut euweuh gunana ngan ngaribetkeun anteub sina ngagonggong,layan nahdatul ulama kararitu patut euweuh gunana ngan ngaribetkeun anteub sina ngagonggong,"['layan', 'nahdatul', 'ulama', 'kararitu', 'patut', 'euweuh', 'gunana', 'ngan', 'ngaribetkeun', 'anteub', 'sina', 'ngagonggong']"
